,sentence1,sentence2,label
1215,"Four were released on and were ordered to return to a, when they may be charged with, a said.",All four have been released on and are due to return to a.,0
1216,"will take the of, changing it to the, when becomes.",will take the of.,0
1217,is one of the most remarkable in the entire of.,is a.,1
1218,The is over a glacial dating to about 750 million to 600 million ago.,A glacial occurred about 750 million to 600 million ago.,0
1219,", () - Australian, , has made an unannounced to, according to the of transitional.",is a political of.,0
1220,"In, diplomatic combined with military to create an to secure a rather than permit to undermine this fragile and.",The was formulated to end the in.,1
1221,last broke his own of the of climbing . .,is the first to have made the up the with no artificial.,1
1222,"supposedly had to classified that named as a as well, which adds more to the of the's of the of her . revealed's real, and that he was the registered of, ,, and . The that has no in, reports through a small funded by a larger conservative, operated under an assumed, and is directly linked with pornographic, have many questioning how exactly he received a in the first.",to.,0
1223,easily during the.,is easily flooded during the.,0
1224,"The revamped more than before, can give direct to factual, and features to help create detailed.",The can answer specific directly.,0
1225,"Eleven after 852, mostly, perished when the on a, an in the in brings back the and which have haunted since the.",100 or more lost their in a.,0
1226,"was also in to attend the & autumn/winter 09/10 and appear as one of the red-carpet at last's of, an celebrating 80 of in, supported by the of, , and the & . We meet in the swish . is self-assured and looking extremely grown-up in a tailored, brown and snakeskin . But the is nowhere in . Her is as dark as the wood-panelled of the . Why did she dye it?.",is the of.,0
1227,"British, who sang with her and sister as The, tied the with a in . According to the, which took in a 30-minute overlooking the, was attended by about 150 . The watched walk down the in a beside the at the ., who was born in and grown up in, found her, in.",is married to.,1
1228,"FROM two tiny high up and far back in's, with its neo-Georgian, straight-backed and, graceful, the of in looks down . The, on near on the, was built for a patrician white . But although it was completed in 1828, a after was legally abolished in, behind the and on either of the are two cramped, built so that black could worship there without being seen by white.",'s is in.,0
1229,"Another presidential, who we thought was the one involved, was, the standard of the who also has in the.",is a of the.,0
1230,The spoke at the military before he left for to attend the of president-elect.,is the of.,1
1231,"( )--The kicked off a major energy-saving, and hope one of the's most iconic can become an for worldwide . From the cloud-shrouded on the's 80th, former, and detailed $20 million in cutting-edge they hope will cut by 38 for the 1930's-era . They stressed the weren't green or of a . Instead, they say they're being done simply to save the's a of.",The of is.,0
1232,"The and Of and opened the's first major retrospective (19) with a attended by his ,.",Yoko is's.,0
1233,"assassinated as he sat in the presidential of's watching the light,``Our American . ''",was assassinated in the presidential of's.,0
1234,"has prominent sedative and anticholinergic/ sympatholytic (dry, , sinus, extreme) and causes massive . These side normally do not allow to give the in needed for full of, so it has to be combined with a more potent antipsychotic.",Levomepromazine causes.,1
1235,", 63, started his at 25 at the of . He worked at the Dutch of, and, at the in and at in . In 2004 he represented . in and prepared an in that trained and . A later was in of the . in and supervised the between the Indonesian and the.",in.,1
1236,"of the's 25 were voting in the biggest transnational ever held, and the first for the since the's into the former communist eastern on 1.",Nearly 350 million were eligible to vote since the took in 10 new on 1.,1
1237,"The of in the was first proved in 1974, but the and of the deterred from exploring the until the 1990s.",is explored in the.,0
1238,"'s promulgated new on 14, including the of an independent electoral to oversee the presidential, which is slated for 30.",in will take on 30.,0
1239,"\"" Our is in full ,""told her diary on , 13 , 1944,``thickly covered with and much more beautiful than last .""She would have been 79 this, turning 80 . Had she survived, would still be able to see the by which she measured the of during her two of from the, not just behind the in from which she and her were taken by the in 1944 but if the of the are realized at 10 around this, including.",died at the of 15.,1
1240,"On 8th, the released a which resolves this by explicitly disabling the of the: an external.",A is an external.,0
